,AIRCRAFT,Turbulence_Category
5265,P287A,U
5266,DC9L,U
5267,SC2,U
5268,MSO,U
5269,SA50,U
5270,B25J,U
5271,MDF80,U
5272,RIN,U
5273,COZ4,U
5274,P8R,U
5275,P303,U
5276,BL15,U
5277,C118,U
5278,C21A,U
5279,PC2,U
5280,J338,U
5281,A320 C560,U
5282,AS15,U
5283,LEGZ,U
5284,PA2T,U
5285,FW4,U
5286,JAB4,U
5287,105,U
5288,RV6M,U
5289,F64,U
5290,BL17BL17,U
5291,C340RJ,U
5292,CA7,U
5293,C144,U
5294,MISG,U
5295,B321,U
5296,E33,U
5297,C402 C182,U
5298,TC7,U
5299,SW4G,U
5300,B775,U
5301,P282,U
5302,DAG,U
5303,EXPERIMENTA,U
5304,HUFK,U
5305,RV6S,U
5306,206L,U
5307,B777 ANDB747,U
5308,1722,U
5309,HRB,U
5310,B359,U
5311,PC21,U
5312,ACAM,U
5313,H265,U
5314,DC8  E145,U
5315,TB29,U
5316,B74D,U
5317,DH10,U
5318,LJ35 C750,U
5319,MAME,U
5320,BE75,U
5321,MD80 CRJ7,U
5322,LJ90,U
5323,C680  C25B,U
5324,ALO2,U
5325,EXPE,U
5326,GLSP,U
5327,AT38,U
5328,RYST,U
5329,CL25,U
5330,GFL5,U
5331,A210,U
5332,EV10,U
5333,C80,U
5334,DCA7,U
5335,GG15,U
5336,CG1,U
5337,RV4A,U
5338,COL7,U
5339,DA7,U
5340,DC98,U
5341,RH44,U
5342,SR71,U
5343,KMAX,U
5344,RTL,U
5345,S1B,U
5346,S1S,U
5347,HXB1,U
5348,RJC7,U
5349,M203,U
5350,B110,U
5351,V680,U
5352,B221,U
5353,M180,U
5354,SB50,U
5355,HXA1,U
5356,A331,U
5357,DH,U
5358,A319 B763,U
5359,BE93,U
5360,PRMR,U
5361,DC82,U
5362,DAKH,U
5363,GL40,U
5364,BE58G,U
5365,GL52,U
5366,DC09,U
5367,THOR,U
5368,DA32,U
5369,PC2P,U
5370,HI C,U
5371,UNK N,U
5372,RALLY,U
5373,M2O0,U
5374,MG21,U
5375,TFR1,U
5376,MITE,U
5377,C650Q,U
5378,CRJU,U
5379,6LF5,U
5380,B737 A318,U
5381,C750 C560,U
5382,V35G,U
5383,ALGR,U
5384,H26B,U
5385,B727  MD80,U
5386,P068,U
5387,TIGER BEECH,U
5388,EXP6,U
5389,P83A,U
5390,RLY,U
5391,B727  E45X,U
5392,DA25,U
5393,CJ64,U
5394,COM4,U
5395,XPMT,U
5396,C12A,U
5397,SM19,U
5398,C20A,U
5399,SW04,U
5400,GALS,U
5401,MD2,U
5402,230,U
5403,HC90,U
5404,SWO4,U
5405,B58P,U
5406,B757 & A320,U
5407,PAEQ,U
5408,S20R,U
5409,DA46,U
5410,ISPT,U
5411,CV18,U
5412,MU02,U
5413,ECA7,U
5414,E12O,U
5415,SVRL ACR,U
5416,F990,U
5417,UH1A,U
5418,C1Y2,U
5419,SB2A,U
5420,BE33A,U
5421,B13A,U
5422,SR5,U
5423,B06L,U
5424,SYM,U
5425,ST11,U
5426,B717 E145,U
5427,E145 TBM7,U
5428,COL6,U
5429,B080,U
5430,T28R,U
5431,CA2R,U
5432,P28L,U
5433,ZZZZZ,U
5434,T18U,U
5435,UNNK,U
5436,C56X C56L,U
5437,SARATOGA,U
5438,RJ11,U
5439,CLM4,U
5440,CL60L,U
5441,B744R,U
5442,WACE,U
5443,AN26,U
5444,ERJ1,U
5445,CGJ2,U
5446,MB17,U
5447,SCT-,U
5448,ST5,U
5449,ATC,U
5450,HXR,U
5451,MUW,U
5452,PA51,U
5453,207,U
5454,TC20,U
5455,CKW,U
5456,C75X,U
5457,S05R,U
5458,PAA32,U
5459,CL90,U
5460,T188,U
5461,SFC,U
5462,PV2,U
5463,GBN,U
5464,CA25,U
5465,CL215,U
5466,HRA,U
5467,C7A,U
5468,OV20,U
5469,GAXL,U
5470,DHD,U
5471,CL67,U
5472,E145EX,U
5473,OA27,U
5474,C31,U
5475,DHCA,U
5476,CS4,U
5477,RB9,U
5478,E770,U
5479,CC01,U
5480,FL12,U
5481,W109,U
5482,L23,U
5483,V177,U
5484,C139,U
5485,T13M,U
5486,MU30Q,U
5487,VTN,U
5488,A319L,U
5489,TB28,U
5490,P288,U
5491,RV12,U
5492,CAL4,U
5493,PRJT,U
5494,BT15,U
5495,HSK,U
5496,B702,U
5497,COL8,U
5498,BE18Q,U
5499,PR8R,U
5500,ME82,U
5501,C2R,U
5502,HK35,U
5503,P28 C210,U
5504,NAV2,U
5505,C30,U
5506,CDHC2,U
5507,TVL4,U
5508,C41,U
5509,LA40,U
5510,EYSX,U
5511,XHU,U
5512,BHB,U
5513,S441,U
5514,TA34,U
5515,BL2,U
5516,TEX3,U
5517,D170,U
5518,LR62,U
5519,MALL,U
5520,KA200,U
5521,CJ60,U
5522,BESS,U
5523,D329,U
5524,DMN,U
5525,CRJ2 B712 B738,U
5526,B718,U
5527,BL34,U
5528,GAA8,U
5529,CVL7,U
5530,C307,U
5531,M0P,U
5532,DHS8,U
5533,CE68,U
5534,A478,U
5535,PA3A,U
5536,HS2B,U
5537,LJ4S,U
5538,SK35,U
5539,H2SB,U
5540,B04,U
5541,CH67,U
5542,DA2,U
5543,F76,U
5544,TBM4,U
5545,COLU,U
5546,DGA,U
5547,SJN6,U
5548,SBRJ,U
5549,C515,U
5550,AA6,U
5551,SRQ,U
5552,IBM7,U
5553,AXXX,U
5554,C525L,U
5555,CR,U
5556,N735,U
5557,CRI2,U
5558,GLX3,U
5559,BD20,U
5560,CRV9,U
5561,CRY2,U
5562,BLU,U
5563,PC90,U
5564,SLSA,U
5565,M18P,U
5566,FNK,U
5567,MD80 & B747,U
5568,DC9 B752,U
5569,C450,U
5570,ERJ2,U
5571,T41C,U
5572,B739Q,U
5573,CR25,U
5574,HYA,U
5575,MU2A,U
5576,T50,U
5577,E4T5X,U
5578,C2RJ,U
5579,E4S,U
5580,SA16,U
5581,M083,U
5582,F2T4,U
5583,R182,U
5584,VEZI,U
5585,SUPERMARINE SPITFIRE,U
5586,BF9,U
5587,HIB762,U
5588,TWNC,U
5589,DCD9,U
5590,AB1,U
5591,NP51,U
5592,SF324,U
5593,B747  B777,U
5594,E145Q,U
5595,REMO,U
5596,C556,U
5597,BJC,U
5598,B7,U
5599,PA020,U
5600,A20,U
5601,A332HVY,U
5602,CAMP,U
5603,BCE,U
5604,AT6A,U
5605,CDJ7,U
5606,L50,U
5607,HB01,U
5608,BE9C,U
5609,TF22,U
5610,EKR,U
5611,TBM8,U
5612,F13E,U
5613,E128,U
5614,CL24,U
5615,CD8,U
5616,MG50,U
5617,GXY2,U
5618,V170,U
5619,AT7Z,U
5620,2338,U
5621,BA25,U
5622,IA11,U
5623,P135,U
5624,ONT,U
5625,H54,U
5626,HAR,U
5627,VEL,U
5628,CL60 B757,U
5629,B757  A320,U
5630,514S,U
5631,A319  B737,U
5632,CAT1,U
5633,C441G,U
5634,PAZ2,U
5635,PRM7,U
5636,GLX4,U
5637,LMC2,U
5638,B797,U
5639,MNN,U
5640,BJ2,U
5641,B410,U
5642,ERV,U
5643,LUM,U
5644,AJ31,U
5645,B737  MD80,U
5646,B757  A319,U
5647,CR5J,U
5648,R22B,U
5649,EH10,U
5650,SPST,U
5651,B36A,U
5652,BCM,U
5653,PA2Y,U
5654,E454,U
5655,TBM3,U
5656,B777 B737,U
5657,CRUJ,U
5658,HD8D,U
5659,RY4,U
5660,C2OU,U
5661,D700,U
5662,V10,U
5663,E215,U
5664,G36,U
5665,NUMEROUS JETS,U
5666,B858,U
5667,CJ44,U
5668,H346,U
5669,HKCA,U
5670,CRJ17,U
5671,HKY,U
5672,PZL,U
5673,ARCP,U
5674,C690,U
5675,TBL,U
5676,PT21,U
5677,DC65,U
5678,M5M5,U
5679,G700,U
5680,N269,U
5681,B744 B757,U
5682,CI25,U
5683,HXL,U
5684,ALB,U
5685,P92,U
5686,CHC2,U
5687,H259,U
5688,DH8 E120,U
5689,E165,U
5690,X750,U
5691,SB40,U
5692,PA1,U
5693,B737 BE9L,U
5694,MIL,U
5695,HUNT,U
5696,PAE,U
5697,B520,U
5698,C630,U
5699,ER145,U
5700,DCY6,U
5701,DHA,U
5702,DSC8,U
5703,A320Q,U
5704,EXP3,U
5705,RV6P,U
5706,MV83,U
5707,C5501,U
5708,CRJ7  B757,U
5709,C208C,U
5710,BY22,U
5711,DHBC,U
5712,MD33,U
5713,080,U
5714,SG36,U
5715,SQS,U
5716,ATSR,U
5717,PSC,U
5718,DHBD,U
5719,CJ5A,U
5720,EMB5,U
5721,EPIC,U
5722,GALX B733,U
5723,CRJ2L,U
5724,BE20 F2TH,U
5725,CRK9,U
5726,B838,U
5727,SWA,U
5728,R390,U
5729,EA45,U
5730,F145,U
5731,P216,U
5732,B69L,U
5733,TRUZ,U
5734,B138,U
5735,E14X,U
5736,AGSH,U
5737,CH57,U
5738,B748,U
5739,B752 B737,U
5740,P46P,U
5741,B208,U
5742,MDT,U
5743,GEOX,U
5744,D3L8,U
5745,H100,U
5746,DH48,U
5747,CL63,U
5748,CH,U
5749,C25C,U
5750,ALL YYPES,U
5751,HC5B,U
5752,788,U
5753,JL25,U
5754,CL42,U
5755,MV30,U
5756,T6A,U
5757,AND DH8,U
5758,AND DH8  ON APPROACH RWY 08COR,U
5759,B776,U
5760,DL9,U
5761,HIMO10,U
5762,BAA,U
5763,MD8H,U
5764,0H8A,U
5765,HMNY,U
5766,HEAVY E6,U
5767,DA2T,U
5768,SA10,U
5769,GB7,U
5770,M20O,U
5771,N145,U
5772,PDM7,U
5773,0A23,U
5774,LTNG,U
5775,CH7C,U
5776,GELX,U
5777,C037,U
5778,A369,U
5779,F700,U
5780,ECPL,U
5781,B572,U
5782,CD6,U
5783,E1445,U
5784,AC13,U
5785,B767 A319,U
5786,B722 A319,U
5787,B7733,U
5788,CXLS,U
5789,A19,U
5790,RJ90,U
5791,TAY,U
5792,CRQ,U
5793,A3W,U
5794,DA80,U
5795,V9B,U
5796,CH7E,U
5797,C605,U
5798,SH27,U
5799,CIT2,U
5800,C56K,U
5801,ME80,U
5802,E3TE,U
5803,BDC9,U
5804,BC3,U
5805,ERJG,U
5806,TVM7,U
5807,AE45,U
5808,E45X  B737,U
5809,C650 E145,U
5810,E19,U
5811,CSGX,U
5812,U72,U
5813,SHEE,U
5814,NUMRUS JETS,U
5815,A340-600,U
5816,L30,U
5817,GL44,U
5818,MULTI B737S,U
5819,M42,U
5820,C82C,U
5821,SH25,U
5822,VARIOUS TYP,U
5823,SG1,U
5824,B73 MD80,U
5825,B260,U
5826,F2THL,U
5827,GJF4,U
5828,ASEP,U
5829,EMJ,U
5830,LJ58,U
5831,LRJ,U
5832,E45X CRJ2,U
5833,MORA,U
5834,E170Q,U
5835,B737  A319,U
5836,A319 H,U
5837,VARIOUS ACF,U
5838,EXSS,U
5839,GLOBAL XPRS,U
5840,GOEX,U
5841,F9A,U
5842,SA4,U
5843,B35B,U
5844,TDH2,U
5845,LGCY,U
5846,B757 E145,U
5847,C545,U
5848,LJ64,U
5849,OVC085,U
5850,737 757 CRJ,U
5851,F135,U
5852,SB21,U
5853,ECRO,U
5854,L3S,U
5855,MS0P,U
5856,MC80,U
5857,B788,U
5858,A320 CRJ1,U
5859,CL30 E170,U
5860,G21T,U
5861,DVP,U
5862,MXE,U
5863,SIRA,U
5864,B737  E145,U
5865,FB2,U
5866,HKR35,U
5867,H72,U
5868,DRJ7,U
5869,JABR,U
5870,H28A,U
5871,MD80 A320,U
5872,G109,U
5873,C347,U
5874,F86,U
5875,GLEF,U
5876,DC9W,U
5877,L360,U
5878,C750Q,U
5879,DC90  B737,U
5880,BE19Q,U
5881,A320  B737,U
5882,LP2,U
5883,PHC2,U
5884,HM011,U
5885,VTOR,U
5886,SP18,U
5887,H-MD10,U
5888,V1,U
5889,C75,U
5890,DC92,U
5891,TB,U
5892,CRJ2 MD82,U
5893,NUMEROUS JE,U
5894,LL60,U
5895,CR19,U
5896,C4,U
5897,R721,U
5898,SF134,U
5899,CP28,U
5900,PJA,U
5901,NUM JETS,U
5902,S170,U
5903,C560 B737,U
5904,C4002,U
5905,H MD10,U
5906,DL39,U
5907,FIV302,U
5908,C17  PC12,U
5909,B620,U
5910,CI72,U
5911,ATT2,U
5912,64,U
5913,H-A306,U
5914,B777-400,U
5915,CL2P,U
5916,HA36,U
5917,HB75,U
5918,MOR1,U
5919,BKUT,U
5920,SF36,U
5921,UH-8,U
5922,KR2,U
5923,AN12,U
5924,B777 E145,U
5925,B737  MD82,U
5926,RS12,U
5927,C1`72,U
5928,BE20 PA46,U
5929,B74S,U
5930,E170 CRJ,U
5931,C771,U
5932,MD11 B737,U
5933,SPIR,U
5934,G500,U
5935,BN2T,U
5936,BJ90,U
5937,D25,U
5938,SNJ,U
5939,E4X,U
5940,H-B744-Q,U
5941,UNKN JET,U
5942,ALL TYPES  BIGGEST B757,U
5943,QIC2,U
5944,MZOP,U
5945,MD80 B733,U
5946,CRT2,U
5947,G300,U
5948,0211,U
5949,HB747Q,U
5950,C123,U
5951,FA101,U
5952,TEV2,U
5953,E45  CRJ7,U
5954,CC11,U
5955,EXEC,U
5956,N20,U
5957,H-DC-10,U
5958,N25B,U
5959,B757  B777,U
5960,FL235,U
5961,L40,U
5962,C921,U
5963,135,U
5964,EIAS,U
5965,A338,U
5966,NAVAHO,U
5967,S211,U
5968,BG20,U
5969,PCR,U
5970,AEROSTAR,U
5971,LR135,U
5972,F170,U
5973,D93,U
5974,LJ60Q,U
5975,DH8DG,U
5976,ST1,U
5977,IR46,U
5978,AUS4,U
5979,H727,U
5980,A406,U
5981,AIRCRAFT,U
5982,PA331,U
5983,088,U
5984,GE600,U
5985,LR35 F2TH,U
5986,HA333,U
5987,BE86,U
5988,DH3C,U
5989,MULTI -ACFT,U
5990,NMRS FM 210-250 BTN JFK-BDR,U
5991,CH64,U
5992,SEVERAT,U
5993,B738A,U
5994,TURBOJETS,U
5995,HDC10J,U
5996,C56X\,U
5997,G737,U
5998,CRJ7  B737,U
5999,GUF3,U
6000,E172,U
6001,M207,U
6002,TRF1,U
6003,DAC8,U
6004,EP1C,U
6005,CP23,U
6006,A319-B735,U
6007,RU6,U
6008,SAB2,U
6009,G180,U
6010,B767 HEAVY,U
6011,B737 CRJ1,U
6012,TC9,U
6013,D95,U
6014,W145,U
6015,A550,U
6016,HA4T,U
6017,D198,U
6018,LRJ9,U
6019,VARIOIUS,U
6020,B74R,U
6021,SF334,U
6022,E45X  HS25,U
6023,MU23,U
6024,A3ST,U
6025,A710,U
6026,6550,U
6027,TBMY,U
6028,'PITTS S2B',U
6029,'PITTS S2B,U
6030,PA416,U
6031,PARL,U
6032,H762,U
6033,B38,U
6034,B737 FA50,U
6035,MU52,U
6036,A319 AND B7,U
6037,AT34,U
6038,B777 H,U
6039,L181,U
6040,EUFI,U
6041,N773,U
6042,B7237,U
6043,NEZE,U
6044,HC3,U
6045,TOP290,U
6046,B712  MD82,U
6047,W35,U
6048,PA189,U
6049,B77W,U
6050,TFK2,U
6051,BEACHJET,U
6052,H-DC10,U
6053,CRJ21G,U
6054,TOPS FL200,U
6055,E450,U
6056,DCH3,U
6057,HMBT,U
6058,FFLY,U
6059,B634,U
6060,GALAXY,U
6061,SDF34,U
6062, P20,U
6063,BEAR,U
6064,D28D,U
6065,Q400,U
6066,C30J,U
6067,MBK7,U
6068,F980,U
6069,AT272,U
6070,E767,U
6071,COL3 C310,U
6072,CRJ02,U
6073,PAY2G,U
6074,739Q,U
6075,B787,U
6076,560,U
6077,M738,U
6078,M430,U
6079,HB753,U
6080,HA322,U
6081,A321 B752,U
6082,TOPS 080,U
6083,F4,U
6084,DC3C,U
6085,TOBA90,U
6086,2201,U
6087,BD88,U
6088,B839,U
6089,AT5P,U
6090,MUZ,U
6091,A31UNKN,U
6092,H10C,U
6093,FN33,U
6094,A718,U
6095,TF15,U
6096,G44A,U
6097,CE35,U
6098,TRINDAD,U
6099,B474,U
6100,BASES 160,U
6101,B777  B767,U
6102,MANY A,U
6103,C2208,U
6104,A347,U
6105,GIVEN AS COL4,U
6106,A3192,U
6107,NUM AC,U
6108,FL34,U
6109,CRUZ,U
6110,F106,U
6111,RNCS,U
6112,GS,U
6113,TC2,U
6114,B7PP47P,U
6115,RJ100,U
6116,E790,U
6117,BE6S,U
6118,BC12D,U
6119,E145  B722,U
6120,CENTURION,U
6121,BP20,U
6122,EE135,U
6123,BASES 025,U
6124,C425G,U
6125,B733 CRJ,U
6126,H320,U
6127,S2T,U
6128,STATIONAIRE,U
6129,SPOR,U
6130,AP20,U
6131,A3319,U
6132,GOBOSH,U
6133,B737  CRJ,U
6134,GALK,U
6135,E146,U
6136,J26,U
6137,EC9,U
6138,MD84,U
6139,762,U
6140,RU7A,U
6141,B737-70,U
6142,L525,U
6143,B737 C130,U
6144,D6,U
6145,B28R,U
6146,P20T,U
6147,DH8 PC12,U
6148,BE8L,U
6149,SU26,U
6150,BE36 BE35,U
6151,L13,U
6152,H-767,U
6153,BIPLANE,U
6154,C510 CITATION MUSTANG,U
6155,B768,U
6156,TCAT,U
6157,NUMS JETS,U
6158,NUMS TYPE ACFT,U
6159,PA46 C500,U
6160,MD90 A320,U
6161,B753H,U
6162,B757'S A319,U
6163,A321  A320,U
6164,B737-80,U
6165,KL35,U
6166,PA 31,U
6167,B752  GLF3,U
6168,PIPER,U
6169,D8B,U
6170,RJ1H,U
6171,TP B738,U
6172,TB31,U
6173,F850,U
6174,NUM A,U
6175,CRJ7 E170,U
6176,B759,U
6177,DH82,U
6178,712,U
6179,MS88,U
6180,A3OB,U
6181,CL44,U
6182,HR20,U
6183,B7B,U
6184,R52,U
6185,DH87,U
6186,FALCON 2000,U
6187,AN124,U
6188,018 TOPS 02,U
6189,M757,U
6190,V500,U
6191,MP20,U
6192,C510 MUSTANG SMTH,U
6193,BE20 E120,U
6194,B338,U
6195,B 757,U
6196,MD82 B757,U
6197,C880,U
6198,B738 MD88,U
6199,HI,U
6200,CR1,U
6201,B735 A320,U
6202,AA44,U
6203,A332Q,U
6204,NORTH AMERICAN,U
6205,HA343Q,U
6206,H-B763Q,U
6207,B69,U
6208,CB60,U
6209,IPAN,U
6210,MDE3,U
6211,B752 AND CL,U
6212,CR02,U
6213,AC9S,U
6214,TBU7,U
6215,MANY HEAVYS,U
6216,B345,U
6217,EM145,U
6218,C222,U
6219,CRJ2 C56XL,U
6220,B757 + A320,U
6221,F22,U
6222,LEAR JET,U
6223,B737 MD83,U
6224,B192,U
6225,TOPS 220,U
6226,HEAVY,U
6227,BRB2,U
6228,B757  C551,U
6229,A320TOPS,U
6230,ATL,U
6231,F763,U
6232,PC12 B737,U
6233,MD80  B722,U
6234,LJ2,U
6235,NE90,U
6236,B737&B757,U
6237,A320 E145,U
6238,HA308,U
6239,H-A310,U
6240,OVC038-TOP0,U
6241,ZMATMU080140CP,U
6242,MD83 E170,U
6243,U22,U
6244,AB,U
6245,H5KY,U
6246,Q11E,U
6247,TWO HELICOPTERS,U
6248,DAY2,U
6249,NE99,U
6250,UKNKN,U
6251,737-700,U
6252,FA36,U
6253,FA7X,U
6254,CJ9,U
6255,CJR9,U
6256,HK35R,U
6257,FALCON 900,U
6258,125,U
6259,UA,U
6260,B7377,U
6261,B77L,U
6262,VE50,U
6263,PHC8,U
6264,UKNWN,U
6265,C28B,U
6266,A320&B737,U
6267,PA33 BTW LYR,U
6268,A190,U
6269,BL28 SMOOTH,U
6270,ALO3,U
6271,DH85,U
6272,B77N,U
6273,CR10,U
6274,CRU7,U
6275,BE88,U
6276,DM83,U
6277,MD3,U
6278,B737 RJ,U
6279,CRJ7Q,U
6280,A32Q,U
6281,AS25,U
6282,BD82,U
6283,SEVERAL JETS,U
6284,D425,U
6285,CRUJ9,U
6286,CR55,U
6287,SPARTAN,U
6288,HA4,U
6289,Y91,U
6290,PAV1,U
6291,B710,U
6292,HEAVY A,U
6293,WACF,U
6294,STING,U
6295,N260,U
6296,Q320,U
6297,OH58 30MI OUT FROM GLH INTMT SCT035,U
6298,HA345,U
6299,KE3,U
6300,MD83Q,U
6301,MV2,U
6302,SF3Y,U
6303,6CF5,U
6304,LJ6,U
6305,E1345,U
6306,D48D,U
6307,E170  B737,U
6308,C182 PA34,U
6309,CMD1,U
6310,A772,U
6311,EN48,U
6312,E-135,U
6313,COL4 SMTH,U
6314,ALL TYPS,U
6315,SB44,U
6316,NUMEROUS FM KZCG,U
6317,S05F,U
6318,NUMEROUS TYPE ACFT,U
6319,E206,U
6320,DH14,U
6321,058 BKN 090,U
6322,S16,U
6323,2248,U
6324,ALL TYPES DENA,U
6325,NMRS TYPE,U
6326,NRMS TYPE,U
6327,E170  B763,U
6328,SOME ACFT,U
6329,MD80  B757,U
6330,CFRP,U
6331,A335,U
6332,B757B,U
6333,CL60Q,U
6334,B737L,U
6335,B753B,U
6336,B757H,U
6337,DKC2,U
6338,MC45,U
6339,ULTR,U
6340,DAL1,U
6341,A320  B762,U
6342,M20R AWC,U
6343,VK3P,U
6344,C27J,U
6345,EVEKTOR,U
6346,SPORTSTAR PLUS,U
6347,DH80G,U
6348,CR45,U
6349,M29R,U
6350,AA5G,U
6351,LBC4,U
6352,C402A,U
6353,DH9D,U
6354,AF2,U
6355,H30B,U
6356,GR22,U
6357,HERMAN ROCKET,U
6358,XHP,U
6359,E190RJ,U
6360,A.00,U
6361,AT8U,U
6362,LIGHT SPORT,U
6363,RU7,U
6364,PZ4M,U
6365,D8H,U
6366,A318  B757,U
6367,P3I,U
6368,E3 IMC,U
6369,C182 C18,U
6370,BA31 SMTH,U
6371,J928,U
6372,22,U
6373,HB772Q,U
6374,AIRTRACTOR,U
6375,LJ360,U
6376,STARSHIP,U
6377,OTTR,U
6378,THRUSH,U
6379,CY21,U
6380,MD83 A320,U
6381,PJ9,U
6382,2120,U
6383,J532,U
6384,CRUJ2,U
6385,B712 AND CRJ2,U
6386,A306 CRJ7,U
6387,A337,U
6388,CRJ7 E135,U
6389,A320  B757,U
6390,B757  B737,U
6391,DC9 DURC,U
6392,LJ3J,U
6393,DH8L,U
6394,DA24,U
6395,PA28 SMTH,U
6396,EXPERIMENTAL,U
6397,E17 0,U
6398,CRJ2 SW4,U
6399,Z300,U
6400,HS125,U
6401,FAB2,U
6402,B738 CRJ7,U
6403,NMRS AC,U
6404,PA44 C182,U
6405,GLX GAINED 5006 OF ALT,U
6406,TOPS 190,U
6407,JCOM,U
6408,+OTHERS,U
6409,BE99 C208,U
6410,C414C,U
6411,B157,U
6412,C414G,U
6413,BN32,U
6414,SR2X,U
6415,AL-11,U
6416,B757 ZMATMU212151VZ,U
6417,C510 FEW CI,U
6418,CRES,U
6419,E55P,U
6420,PP3,U
6421,H772,U
6422,TB10 SMTH,U
6423,M20J MOD TURB BHB-PWM,U
6424,AT-4 LSA,U
6425,LF5,U
6426,GEMI,U
6427,PAH0,U
6428,R45C,U
6429,CR20,U
6430,CA85,U
6431,GA20,U
6432,D4,U
6433,CT50,U
6434,YAK50 SMTH FG ALONG SHORELINE,U
6435,HB763 B738,U
6436,KUNKN,U
6437,B757 AIRCRAFT LEFT ALTITUDE,U
6438,ALC1,U
6439,PB46,U
6440,E145 A320 B737,U
6441,PMB2,U
6442,N3N,U
6443,E50P,U
6444,SBR-1,U
6445,PA85,U
6446,EH2,U
6447,G58,U
6448,LJ3S,U
6449,E50 SMTH,U
6450,SR2244,U
6451,PITS LTG DSNT E,U
6452,C2P,U
6453,AT22,U
6454,M46,U
6455,B7634,U
6456,MD82 E135,U
6457,B933,U
6458,AT4L,U
6459,P750,U
6460,LONGEZE,U
6461,2ANC,U
6462,STEARMAN,U
6463,SC6,U
6464,BE5T,U
6465,E145`,U
6466,EXPG,U
6467,BE3X,U
6468,SPORTCRUISER,U
6469,SHER,U
6470,LANCE-AIR,U
6471,GLOBAL5000,U
6472,B737  CARJ,U
6473,VL60,U
6474,S4,U
6475,TX11,U
6476,G2 AC LOST 1000FT,U
6477,GULFZ,U
6478,E45S,U
6479,FALCON TOPS E LOW 300,U
6480,C770,U
6481,SF39,U
6482,LA8,U
6483,LT35,U
6484,BE400,U
6485,ZULU,U
6486,S12,U
6487,BE3G,U
6488,CRD,U
6489,B7 38,U
6490,H12T,U
6491,M20K 10 KT HEADWIND SW BOUND,U
6492,JAR4,U
6493,LN64 SMTH,U
6494,B77 AND A31,U
6495,KIS4,U
6496,LCB,U
6497,BH752,U
6498,H332,U
6499,B06T,U
6500,G56X,U
6501,H A332,U
6502,ISLANDER,U
6503,A319 B752,U
6504,BT37,U
6505,AIK,U
6506,B737 B777,U
6507,RVA9,U
6508,FL340,U
6509,M28,U
6510,CASA  SMOOTH RIDE,U
6511,A321 AND A319,U
6512,B312,U
6513,SEE BELOW,U
6514,2300,U
6515,DA20 OVC N SCT S,U
6516,PA31 IMC,U
6517,P28R SCT ALQDS,U
6518,EH8D,U
6519,CR31,U
6520,HC2,U
6521,WW241L,U
6522,CESSNA SMTH,U
6523,T28B,U
6524,A18,U
6525,GS31,U
6526,AB11,U
6527,CRF7,U
6528,J20,U
6529,GKF4,U
6530,T19,U
6531,B757 DURD ATL RWY 10,U
6532,CH8C,U
6533,C208 & PA31,U
6534,DC35,U
6535,8KCAB,U
6536,SA227,U
6537,B737`,U
6538,B22,U
6539,H500Q,U
6540,TNDR,U
6541,MAVL,U
6542,HXX,U
6543,XCRJ2,U
6544,ACFT RV10,U
6545,LF55,U
6546,CRL9,U
6547,L355,U
6548,BROU,U
6549,B729,U
6550,C650 B752,U
6551,CJ40,U
6552,H22B,U
6553,AB737,U
6554,B757 100,U
6555,H530,U
6556,R300,U
6557,C210 M20P,U
6558,F7X,U
6559,W737,U
6560,E14,U
6561,AB772,U
6562,HB76,U
6563,P92 SMTH ABV 020,U
6564,B35D,U
6565,GLEXI,U
6566,UH72,U
6567,PUMA,U
6568,SR22 C560,U
6569,45X,U
6570,C68D,U
6571,PU2,U
6572,LEM1,U
6573,DC08,U
6574,3500,U
6575,B434,U
6576,B737-200,U
6577,DJET,U
6578,NUMB,U
6579,DC20,U
6580,C44A,U
6581,CL30Q,U
6582,PU6T,U
6583,C2027,U
6584,BV738,U
6585,C5501W,U
6586,LJU5,U
6587,PA92,U
6588,MUTIPLE,U
6589,RV71,U
6590,NMRS A,U
6591,HELO (A350B),U
6592,KODI,U
6593,DL65,U
6594,B757 DC9,U
6595,DHD8,U
6596,V738,U
6597,B767 DURD 140-090,U
6598,DECATHALON,U
6599,DH81,U
6600,A305,U
6601,ASTRQ,U
6602,B767 & B757,U
6603,ACB737,U
6604,ALL GA JETS,U
6605,C ARJ,U
6606,K135R,U
6607,CRJ7 CRJ9,U
6608,1350,U
6609,LB738,U
6610,NMRC A,U
6611,ARJ9,U
6612,P150,U
6613,MO80,U
6614,TOR,U
6615,E135 A319,U
6616,NUMEROUS TYPES AC,U
6617,GAL,U
6618,CL900,U
6619,C23 SMTH,U
6620,EFOX,U
6621,ARV1,U
6622,B162,U
6623,C552,U
6624,AAT3,U
6625,TSTR,U
6626,EMBRAER 100,U
6627,FV08 HZ,U
6628,A3230,U
6629,NUMS TYPE,U
6630,H-B763,U
6631,H-DC87,U
6632,OVC 045,U
6633,LJ40Q,U
6634,GX,U
6635,C560 AND E1,U
6636,MD280,U
6637,KEHA,U
6638,CRJ2 MD83,U
6639,C1130,U
6640,B787-900,U
6641,SSAB,U
6642,864,U
6643,TURBOJET,U
6644,HERN,U
6645,IN THE TOPS,U
6646,333,U
6647,NUMEROUS ACFT,U
6648,B777 HEAVY DRGC FM ORD,U
6649,RMOU,U
6650,MULTI PROP,U
6651,C159,U
6652,SB737,U
6653,AWL,U
6654,B34,U
6655,RJ7  A319,U
